字,辅码
𠢠,al
𠢡,vl
𠢢,sl
𠢣,ub
𠢤,il
𠢥,fl
𠢩,tl
𠢪,dl
𠢱,ml
𠢲,dl
𠢳,ul
𠢴,dl
𠢵,ml
𠢹,gl
𠣄,dl
𠣇,ui
𠣉,yl
𠣊,fl
𠣐,bp
𠣑,be
𠣒,be
𠣕,bv
𠣖,by
𠣘,bv
𠣠,bc
𠣪,bk
𠣫,dk
𠣬,bv
𠣰,bo
𠣲,bk
𠣳,lu
𠣺,ds
𠣾,bw
𠣿,by
𠤀,dw
𠤄,bg
𠤊,bg
𠤍,bf
𠤎,pv
𠤏,bu
𠤕,bu
𠤗,bb
𠤘,bu
𠤜,ab
𠤝,xb
𠤦,le
𠤫,pb
𠤮,kv
𠤰,ks
𠤴,kb
𠤹,kw
𠤺,ky
𠤼,kw
𠤾,kv
𠥇,kk
𠥍,kk
𠥎,kl
𠥐,kk
𠥑,km
𠥕,km
𠥖,kj
𠥘,kb
𠥙,kc
𠥜,kr
𠥝,ky
𠥞,kw
𠥢,kl
𠥦,kb
𠥨,ki
𠥰,ke
𠥴,kv
𠥿,vu
𠦃,uu
𠦈,ju
𠦊,eu
𠦋,uq
𠦎,bu
𠦏,ru
𠦐,uj
𠦒,al
𠦗,uk
𠦜,"nn,aa"
𠦧,tu
𠦪,uu
𠦫,ku
𠦬,pu
𠦲,lu
𠧀,qu
𠧅,lu
𠧇,lc
𠧉,ul
𠧒,lv
𠧕,uu
𠧖,lr
𠧙,db
𠧚,lr
𠧟,lv
𠧠,lv
𠧤,lv
𠧩,pb
𠧪,lr
𠧫,lw
𠧴,lv
𠧵,ld
𠨃,tb
𠨆,lb
𠨊,ab
𠨌,lx
𠨍,ve
𠨎,vv
𠨕,vv
𠨘,be
𠨚,xe
𠨠,gj
𠨢,dw
𠨥,pe
𠨭,il
𠨲,vi
𠨵,if
𠨸,in
𠨻,iy
𠨾,iu
𠨿,iu
𠩂,is
𠩆,ib
𠩈,iv
𠩉,ii
𠩔,"ib,iq"
𠩗,ir
𠩘,ij
𠩠,ib
𠩥,iw
𠩧,iv
𠩪,id
𠩫,ie
𠩵,im
𠩷,ib
𠩺,wi
𠩿,il
𠪂,ic
𠪃,io
𠪄,it
𠪇,iy
𠪐,it
𠪑,iw
𠪒,ij
𠪗,ir
𠪙,ib
𠪚,iw
𠪟,if
𠪣,iw
𠪧,ig
𠪮,iu
𠪶,ia
𠪷,ii
𠪻,pc
𠫃,im
𠫄,is
𠫉,ib
𠫌,iy
𠫐,iu
𠫓,"ad,ws"
𠫘,su
𠫛,ss
𠫝,sv
𠫣,sn
𠫷,xw
𠫸,sl
𠫹,sl
𠫺,sl
𠬆,sx
𠬈,tu
𠬋,su
𠬓,se
𠬙,sr
𠬝,vy
𠬢,vy
𠬣,"ay,ly"
𠬪,py
𠬬,bj
𠬮,vy
𠭈,vy
𠭉,ly
𠭋,yv
𠭗,ly
𠭥,iy
𠭯,hy
𠭰,wy
𠭴,yi
𠭿,ay
𠮃,uy
𠮆,yw
𠮊,oy
𠮌,yj
𠮑,gy
𠮙,kv
𠮜,kv
𠮠,"kb,kp"
𠮡,ke
𠮨,kn
𠮫,wk
𠮭,ku
𠮯,jk
𠮰,kv
𠮳,uk
𠮴,xk
𠮵,ku
𠮿,ke
𠯀,ki
𠯂,kz
𠯃,kl
𠯈,kd
𠯋,kv
𠯍,ka
𠯐,ko
𠯑,uk
𠯓,jk
𠯔,ke
𠯗,kj
𠯘,ky
𠯙,kd
𠯜,ks
𠯩,kv
𠯪,kd
𠯫,kg
𠯭,ko
𠯯,kp
𠯰,ku
𠯱,kr
𠯲,ko
𠯳,wk
𠯴,kb
𠯷,ks
𠯹,kn
𠰄,kl
𠰅,ku
𠰇,kv
𠰈,ks
𠰉,kk
𠰋,kq
𠰍,kv
𠰏,kf
𠰐,kk
𠰑,kg
𠰓,kh
𠰕,ik
𠰖,kl
𠰚,kx
𠰛,ek
𠰜,kl
𠰴,ku
𠰹,ky
𠰺,ky
𠰻,kb
𠰼,kl
𠰽,"kj,ke"
𠰾,kj
𠱀,ky
𠱐,"kn,kd,kt"
𠱑,kk
𠱓,kv
𠱔,kc
𠱗,wa
𠱘,kp
𠱙,kx
𠱚,kx
𠱛,dk
𠱜,kz
𠱝,ko
𠱞,km
𠱠,kk
𠱡,ka
𠱤,kl
𠱥,kc
𠱧,rk
𠱨,kl
𠱫,lk
𠱯,kg
𠱲,ke
𠱳,kg
𠲋,kn
𠲌,ku
𠲍,ks
𠲎,kg
𠲏,kr
𠲑,bv
𠲒,rk
𠲓,kl
𠲔,kd
𠲖,ky
𠲙,kd
𠲚,kz
𠲛,kk
𠲜,kl
𠲮,kg
𠲱,fk
𠲴,ky
𠲵,kl
𠲷,kv
𠲹,kx
𠲺,kj
𠲻,dk
𠲽,kf
𠲾,ko
𠲿,ku
𠳀,ky
𠳁,km
𠳂,kk
𠳃,ku
𠳇,kk
𠳊,ds
𠳋,vk
𠳌,tk
𠳎,kr
𠳐,ke
𠳭,ke
𠳳,km
𠳴,kn
𠳶,kj
𠳹,km
𠳼,km
𠳽,kd
𠳿,km
𠴂,kl
𠴄,kv
𠴇,kb
𠴡,ke
𠴣,kk
𠴦,bv
𠴨,kk
𠴩,kb
𠴫,ky
𠴭,kw
𠴯,ka
𠴰,kk
𠴱,kk
𠴲,ko
𠴳,ko
𠴵,kj
𠴸,dk
𠴹,kl
𠴺,ke
𠴻,ky
𠴼,kd
𠴾,ki
𠵖,kg
𠵠,kk
𠵣,kv
𠵦,ww
𠵧,ik
𠵨,kc
𠵩,kg
𠵫,ke
𠵬,ky
𠵭,ko
𠵮,kn
𠵯,kd
𠵳,py
𠵷,ke
𠵸,kx
𠵹,ke
𠵺,kb
𠵻,kx
𠵼,km
𠶧,kk
𠶨,kh
𠶫,kn
𠶬,ka
𠶰,"pk,dk"
𠶱,dk
𠶲,kf
𠶷,lk
𠶸,ke
𠶹,kq
𠶻,ke
𠶾,kk
𠶿,ky
𠷀,kd
𠷁,kd
𠷂,kx
𠷃,ky
𠷄,kf
𠷅,ki
𠷇,ky
𠷈,ky
𠷉,kz
𠷊,kg
𠷋,kz
𠷌,kd
𠷍,kv
𠷎,gk
𠷏,wk
𠷐,ka
𠷑,ky
𠷒,ko
𠷓,yb
𠷖,kf
𠷙,kw
𠷞,lk
𠷟,kl
𠷢,ki
𠷸,ka
𠷺,kl
𠷻,kc
𠷿,kx
𠸁,kn
𠸂,kq
𠸄,ky
𠸮,yv
𠸱,kx
𠸲,ak
𠸳,kv
𠸴,kb
𠸸,kk
𠸹,ka
𠸺,kz
𠹀,kx
𠹁,kg
𠹃,km
𠹄,kg
𠹅,kx
𠹆,kv
𠹈,kl
𠹊,ku
𠹋,ku
𠹌,kb
𠹍,kk
𠹎,kh
𠹐,kw
𠹑,km
𠹓,kf
𠹔,kk
𠹕,ku
𠹖,kn
𠹘,kw
𠹛,ka
𠹟,bk
𠹠,km
𠹤,kx
𠹥,kx
𠹦,kx
𠺒,kx
𠺔,ky
𠺕,kt
𠺖,kj
𠺗,kz
𠺘,kl
𠺙,kz
𠺚,kw
𠺝,kk
𠺟,ki
𠺢,ku
𠺣,kd
𠻍,ky
𠻏,kd
𠻐,kk
𠻗,kd
𠻙,kk
𠻚,ck
𠻜,ku
𠻝,kp
𠻞,kn
𠻠,ks
𠻡,"lk,dk"
𠻤,kb
𠻥,kg
𠻦,kw
𠻧,kk
𠻨,ka
𠻪,kh
𠻫,kx
𠻬,kh
𠻱,kw
𠻴,ko
𠼖,kn
𠼗,kj
𠼘,kk
𠼝,km
𠼞,ry
𠼟,km
𠼠,kb
𠼡,gy
𠼢,ki
𠼤,kt
𠼩,kc
𠼪,kx
𠼬,kk
𠽜,kk
𠽝,kb
𠽡,kx
𠽣,kj
𠽦,kk
𠽨,ko
𠽩,ky
𠽪,ko
𠽫,ky
𠽬,kb
𠽰,kr
𠽱,kv
𠽲,km
𠽵,ka
𠽶,km
𠽷,kb
𠽹,kk
𠽻,kk
𠽼,kv
𠽾,ko
𠽿,ku
𠾀,kw
𠾆,kn
𠾇,kc
𠾉,gc
𠾋,ku
𠾌,kj
𠾏,ko
𠾐,ku
𠾢,kc
𠾤,mk
𠾥,ds
𠾨,kr
𠾩,kv
𠾬,kr
𠾮,ku
𠾲,kv
𠿆,kw
𠿇,kn
𠿈,kx
𠿉,ik
𠿋,"kk,kv"
𠿏,kh
𠿑,kx
𠿓,kj
𠿔,kx
𠿕,yj
𠿗,kb
𠿘,kv
𠿛,kl
𠿜,kw
𠿝,kr
𠿞,ka
𠿟,pk
𠿠,"kg,ka"
𠿡,bk
𠿢,kr
𠿣,kr
𠿤,ky
𠿥,ko
𡀆,ub
𡀑,kv
𡀔,kk
𡀖,kb
𡀗,kc
𡀘,kn
𡀙,ki
𡀹,kb
𡀺,kb
𡀽,km
𡀾,kh
𡀿,kn
𡁀,kr
𡁁,ky
𡁆,kn
𡁇,ku
𡁈,ku
𡁉,kv
𡁊,kn
𡁋,kx
𡁌,kr
𡁍,kr
𡁎,kb
𡁑,kg
𡁓,kw
𡁔,ko
𡁕,kn
𡁧,ki
𡁨,yk
𡁪,kd
𡁮,kk
𡁱,kh
𡁳,kd
𡁴,kc
𡂊,ku
𡂏,kv
𡂒,kb
𡂓,kz
𡂕,kp
𡂖,ky
𡂗,kk
𡂘,kh
𡂙,kz
𡂚,ko
𡂛,ka
𡂝,kb
𡂟,ks
𡂡,kw
𡂣,kl
𡂩,ke
𡂫,kz
𡂭,kz
𡂿,kr
𡃂,kh
𡃃,ke
𡃄,kb
𡃅,ky
𡃆,ko
𡃝,kc
𡃞,ko
𡃡,lk
𡃢,ka
𡃦,kf
𡃩,ky
𡃳,kb
𡃷,kt
𡃸,kn
𡄇,ku
𡄑,kj
𡄒,uk
𡄓,kr
𡄔,ke
𡄕,ky
𡄖,kx
𡄟,ky
𡄡,kl
𡄢,ko
𡄣,kx
𡄤,kz
𡄱,kr
𡄲,nk
𡄳,ku
𡄴,kk
𡄵,ky
𡄷,kr
𡄹,kk
𡄻,uk
𡅂,kn
𡅃,ks
𡅄,wl
𡅅,kb
𡅆,ki
𡅇,ky
𡅓,kg
𡅕,uk
𡅖,xl
𡅗,kj
𡅘,kv
𡅙,kb
𡅡,wk
𡅥,kb
𡅭,kl
𡅱,kk
𡅶,km
𡅹,ka
𡅺,ka
𡅻,kk
𡆅,kw
𡆆,kf
𡆏,kj
𡆕,kx
𡆣,kr
𡆤,ke
𡆦,kb
𡆩,ky
𡆮,ku
𡆯,ke
𡆱,kp
𡆲,kw
𡆸,kg
𡆽,kv
𡇀,ky
𡇂,kh
𡇄,ky
𡇈,ku
𡇑,kk
𡇒,km
𡇓,kt
𡇖,ki
𡇚,kb
𡇝,kz
𡇟,ky
𡇠,kb
𡇤,bk
𡇦,kn
𡇧,ka
𡇨,kl
𡇩,kj
𡇬,kv
𡇭,kn
𡇮,ky
𡇯,ku
𡇰,ke
𡇱,kk
𡇳,ke
𡇵,ku
𡇶,sk
𡇷,bk
𡇸,kb
𡇺,kh
𡇼,kv
𡇿,kd
𡈀,ky
𡈅,kl
𡈆,kk
𡈉,kk
𡈊,km
𡈍,kr
𡈎,kw
𡈏,km
𡈐,kk
𡈒,kx
𡈓,kb
𡈗,kd
𡈠,ku
𡈣,kc
𡈧,ay
𡈨,kk
𡈮,km
𡈯,bb
𡈰,kk
𡈲,kd
𡈴,kx
𡈵,ky
𡈶,kr
𡈼,pt
𡈿,tu
𡉄,ut
𡉅,tk
𡉆,tk
𡉉,ta
𡉎,tg
𡉐,gt
𡉑,td
𡉒,tv
𡉓,tn
𡉗,tz
𡉚,vt
𡉛,"tv,tq"
𡉩,tq
𡉪,ty
𡉭,to
𡉴,"ta,th"
𡉷,bt
𡉸,st
𡉺,tu
𡊁,te
𡊄,st
𡊅,st
𡊉,tm
𡊍,tu
𡊛,ts
𡊝,wt
𡊞,pt
𡊟,to
𡊠,tj
𡊡,ty
𡊣,qt
𡊧,te
𡊨,ty
𡊫,tj
𡊭,bt
𡊶,te
𡊸,tu
𡊻,td
𡊼,gt
𡋙,tk
𡋚,rt
𡋟,tx
𡋧,pt
𡋨,ta
𡋩,it
𡋪,lt
𡋬,at
𡋭,lt
𡋯,tz
𡌔,to
𡌜,ti
𡌞,tt
𡌤,tq
𡌦,ft
𡌩,to
𡌪,xt
𡌭,yt
𡌲,tk
𡍌,tg
𡍍,tv
𡍐,tb
𡍒,tf
𡍛,tr
𡍡,tv
𡍤,tt
𡍥,tm
𡍦,ti
𡍨,ty
𡍪,tj
𡍫,td
𡍮,pt
𡍲,te
𡍶,at
𡍷,ta
𡍻,tw
𡎉,lt
𡎍,tj
𡎑,tp
𡎒,dt
𡎔,tt
𡎘,ty
𡎚,tc
𡎫,tk
𡎬,rq
𡎮,to
𡎳,gt
𡎺,pt
𡎻,tt
𡎾,to
𡎿,lt
𡏀,tt
𡏁,tz
𡏘,tw
𡏚,tj
𡏛,td
𡏞,"tr,tz"
𡏩,pt
𡏪,tm
𡏭,tm
𡏮,tg
𡏯,tw
𡏵,et
𡏼,tw
𡐋,to
𡐌,tz
𡐏,rt
𡐒,tm
𡐓,tn
𡐔,tb
𡐖,tt
𡐝,th
𡐞,dt
𡐠,pt
𡐤,tx
𡐥,tf
𡑀,mt
𡑄,tu
𡑈,ik
𡑍,tl
𡑎,tc
𡑘,ut
𡑚,ut
𡑞,tz
𡑟,tz
𡑣,ti
𡑯,tr
𡑶,pt
𡑻,mt
𡑽,td
𡑾,tt
𡒁,tj
𡒃,pt
𡒄,tx
𡒊,pt
𡒌,tz
𡒍,et
𡒏,tu
𡒒,xv
𡒓,it
𡒖,dt
𡒯,"tn,tu"
𡒱,wt
𡒳,tf
𡒾,tg
𡓉,rt
𡓍,tv
𡓒,tb
𡓓,jt
𡓔,th
𡓖,ti
𡓘,tf
𡓣,tu
𡓦,td
𡓭,gt
𡓰,tk
𡓷,rt
𡓸,it
𡓿,kt
𡔇,mt
𡔕,lt
𡔛,du
𡔜,uu
𡔣,ud
𡔪,ut
𡔱,ud
𡔴,uo
𡕁,ue
𡕉,uk
𡕏,um
𡕐,uk
𡕒,al
𡕖,wl
𡕗,wl
𡕢,mw
𡕧,ww
𡕪,vw
𡕮,tw
𡕰,xw
𡖉,xd
𡖎,xl
𡖐,xy
𡖑,xu
𡖒,"xe,xd"
𡖓,xv
𡖔,xa
𡖛,xk
𡖝,xr
𡖞,xk
𡖢,xj
𡖣,xa
𡖤,xk
𡖧,xt
𡖪,xt
𡖫,xv
𡖬,xe
𡖯,xu
𡖲,xn
𡖳,jx
𡖺,xn
𡖻,xq
𡖾,xb
𡗁,xu
𡗆,lx
𡗈,xt
𡗍,yx
𡗏,kx
𡗑,xy
𡗞,yd
𡗢,dl
𡗤,tl
𡗥,dt
𡗦,dl
𡗲,dj
𡗵,dl
𡗷,dg
𡗸,dv
𡗹,dc
𡗼,db
𡘍,da
𡘏,dz
𡘐,do
𡘛,dn
𡘝,du
𡘡,kd
𡘧,dp
𡘪,du
𡘭,fd
𡘰,da
𡘴,dd
𡙀,dn
𡙋,dw
𡙎,tt
𡙐,dw
𡙑,wd
𡙒,tt
𡙓,dp
𡙘,dc
𡙛,bd
𡙣,dw
𡙪,dg
𡙬,dk
𡙭,fd
𡙮,dw
𡙶,"yd,yv"
𡚅,rd
𡚇,sd
𡚈,bt
𡚊,df
𡚌,tt
𡚑,tz
𡚔,dh
𡚗,dt
𡚛,dt
𡚜,df
𡚟,df
𡚠,dy
𡚨,nb
𡚭,nb
𡚮,jn
𡚷,un
𡚹,nv
𡚻,nd
𡚼,nu
𡚽,in
𡛌,tn
𡛗,bn
𡛘,ne
𡛙,nl
𡛜,nd
𡛝,ln
𡛞,nc
𡛟,nv
𡛠,ns
𡛡,ny
𡛽,yn
𡜀,sn
𡜁,ng
𡜂,dn
𡜃,nr
𡜉,nm
𡜊,nf
𡜋,nv
𡜚,ne
𡜥,nk
𡜦,un
𡜧,nx
𡜨,nm
𡜫,nd
𡜬,ny
𡜯,nv
𡜱,nx
𡜲,nk
𡜳,ny
𡜵,nf
𡝉,fn
𡝊,nj
𡝋,nn
𡝍,nu
𡝐,nh
𡝒,nw
𡝓,nn
𡝙,nx
𡝚,nw
𡝛,nk
𡝜,nk
𡝝,dn
𡝟,nq
𡝦,nv
𡝧,pn
𡝩,ny
𡝫,dn
𡞘,nn
𡞙,no
𡞚,no
𡞜,bn
𡞞,no
𡞟,bn
𡞢,nd
𡞣,xn
𡞥,nu
𡞦,nz
𡞧,nw
𡞪,nw
𡞫,nx
𡞭,nj
𡞯,nk
𡟍,ng
𡟑,nu
𡟓,ny
𡟕,fn
𡟞,np
𡟟,nx
𡟠,nv
𡟢,nk
𡟣,nj
𡟤,no
𡟥,ny
𡟨,en
𡟩,no
𡟫,nb
𡟬,"nh,nm"
𡟭,nu
𡟯,nx
𡟳,na
𡠆,un
𡠊,nm
𡠋,pn
𡠏,nm
𡠒,na
𡠖,nu
𡠗,tn
𡠘,ny
𡠙,nz
𡠚,nl
𡠜,cn
𡠞,nc
𡠥,gn
𡠹,nj
𡠿,nm
𡡀,no
𡡂,ny
𡡄,nv
𡡈,no
𡡉,gn
𡡎,nn
𡡏,hn
𡡐,nn
𡡑,no
𡡒,nj
𡡔,ny
𡡕,in
𡡖,no
𡡗,ny
𡡥,nm
𡡺,nu
𡢀,nb
𡢈,dn
𡢊,nd
𡢒,na
𡢕,jn
𡢖,in
𡢘,ne
𡢚,nf
𡢜,gn
𡢱,nd
𡢳,nx
𡢹,nl
𡣀,en
𡣁,no
𡣂,dn
𡣈,no
𡣋,nc
𡣔,ng
𡣢,vn
𡣪,nz
𡣬,nd
𡣮,nx
𡣯,ng
𡣹,wn
𡣽,nj
𡣾,nl
𡤋,nj
𡤎,nv
𡤗,nh
𡤙,ne
𡤛,nc
𡤢,nf
𡤫,vn
𡤶,ng
𡤽,za
𡤿,zr
𡥁,zd
𡥆,iz
𡥈,xz
𡥋,lz
𡥍,yz
𡥎,vz
𡥞,pz
𡥦,zz
𡥨,zo
𡥩,zp
𡥶,zy
𡥽,wz
𡥿,zv
𡦁,vz
𡦃,hz
𡦄,xz
𡦆,pz
𡦊,lz
𡦍,ze
𡦎,zm
𡦔,wz
𡦕,zc
𡦛,wz
𡦜,zl
𡦝,kz
𡦟,wu
𡦨,wj
𡦪,zz
𡦳,lh
𡦷,zz
𡦻,bv
𡦼,br
𡧍,bm
𡧒,bd
𡧕,by
𡧖,"bm,bd"
𡧗,bw
𡧙,be
𡧥,bv
𡧩,bt
𡧭,bv
𡧹,ba
𡧽,bv
𡨀,bh
𡨄,bb
𡨅,bk
𡨇,bb
𡨖,bd
𡨗,bq
𡨛,bf
𡨡,bd
𡨢,bk
𡨣,by
𡨩,bo
𡨲,by
𡨳,br
𡨵,ba
𡨻,bv
𡨽,bo
𡨿,bh
𡩂,bb
𡩃,ba
𡩄,bl
𡩆,ub
𡩇,bv
𡩘,bo
𡩚,bu
𡩡,bx
𡩣,bm
𡩤,bo
𡩥,bx
𡩩,bk
𡩶,by
𡩸,bv
𡩽,bd
𡩾,bk
𡪁,bk
𡪅,be
𡪑,bv
𡪒,bt
𡪗,bk
𡪙,bo
𡪞,bk
𡪠,bo
𡪱,bq
𡪳,be
𡪵,by
𡪺,ba
𡫀,bw
𡫁,be
𡫃,bt
𡫟,bd
𡫥,bk
𡫦,bc
𡫧,bo
𡫬,br
𡫯,bv
𡫸,bk
𡫹,bk
𡫽,bn
𡬂,bd
𡬄,bu
𡬆,bo
𡬇,bb
𡬉,pt
𡬊,by
𡬋,bk
𡬌,bo
𡬍,bm
𡬕,bb
𡬖,bh
𡬗,ba
𡬘,xd
𡬙,bd
𡬜,bd
𡬥,lc
𡬫,vc
𡬯,pc
𡬲,vc
𡬳,pc
𡬵,xc
𡬸,vc
𡭂,"ac,uc"
𡭇,an
𡭋,ac
𡭐,pc
𡭘,nx
𡭛,xc
𡭞,xh
𡭢,xm
𡭣,xu
𡭥,wu
𡭭,xl
𡭮,xo
𡭳,ax
𡭷,xu
𡭸,uk
𡭾,xv
𡭿,xv
𡮎,wx
𡮙,sx
𡮚,xk
𡮞,bu
𡮦,au
𡮰,gx
𡮻,iu
𡮿,du
𡯁,uv
𡯄,"yl,ul"
𡯇,"yd,ud"
𡯈,"yr,ur"
𡯉,"yy,uy"
𡯋,"yg,ug"
𡯏,"yu,uu"
𡯐,"ym,um"
𡯑,bu
𡯒,bo
𡯘,"yy,uy"
𡯙,"yo,uo"
𡯢,"yk,uk"
𡯥,"yi,ui"
𡯨,"yt,ut"
𡯩,"yo,uo"
𡯫,bb
𡯰,"yc,uc"
𡯱,bb
𡯳,"yk,uk"
𡯴,"yu,uu"
𡯵,"yn,un"
𡯷,bk
𡯽,"yk,uk"
𡯿,"yb,ub"
𡰀,"yu,uu"
𡰅,wg
𡰆,"ym,um"
𡰋,"yf,uf"
𡰌,"yn,un"
𡰎,"yn,un"
𡰐,hy
𡰑,"yk,uk"
𡰒,"yl,ul"
𡰕,bl
𡰖,"yr,ur"
𡰚,my
𡰝,"yf,uf"
𡰞,wf
𡰠,"yf,uf"
𡰢,"yk,uk"
𡰥,ue
𡰨,ud
𡰫,ui
𡰯,uj
𡰲,uu
𡰹,up
𡰽,uy
𡰾,up
𡰿,uw
𡱁,uu
𡱅,us
𡱇,uk
𡱉,yy
𡱊,uu
𡱌,ua
𡱐,uy
𡱑,uo
𡱔,uo
𡱜,ud
𡱣,ul
𡱯,uc
𡱱,uy
𡱳,uu
𡱷,uv
𡱺,uk
𡱼,ug
𡱽,ux
𡱾,uy
𡲀,ug
𡲕,uy
𡲗,ui
𡲚,uy
𡲣,ul
𡲪,uz
𡲭,uy
𡲮,ub
𡲰,uh
𡲼,ur
𡲿,uy
𡳂,ua
𡳄,uk
𡳆,uq
𡳑,ut
𡳘,ur
𡳚,ua
𡳞,ul
𡳭,um
𡳮,ub
𡳴,wf
𡳸,uv
𡳾,vv
𡴅,vj
𡴆,vb
𡴎,vk
𡴔,vs
𡴭,ev
𡴯,ev
𡴱,ev
𡵀,ew
𡵉,ew
𡵌,"ei,ey"
𡵑,re
𡵒,se
𡵓,es
𡵕,de
𡵖,eh
𡵗,ed
𡵘,"ea,eh"
𡵙,ee
𡵚,el
𡵛,ex
𡵜,en
𡵞,ef
𡵟,eb
𡵬,em
𡵻,ej
𡶂,ee
𡶃,ev
𡶄,es
𡶆,ek
𡶈,eu
𡶉,ef
𡶋,ej
𡶌,eu
𡶎,ew
𡶏,ei
𡶐,ek
𡶑,eg
𡶢,ee
𡶤,ey
𡶥,ek
𡶦,eq
𡶪,ue
𡶫,ek
𡶭,ed
𡶯,ex
𡶱,es
𡶲,em
𡷋,ee
𡷍,eg
𡷎,ey
𡷏,ey
𡷐,eg
𡷓,ec
𡷕,em
𡷖,ei
𡷗,ee
𡷘,ed
𡷛,eg
𡷜,ev
𡷝,ev
𡷞,ex
𡷠,ey
𡷡,eo
𡷢,ex
𡷤,"ed,et"
𡷥,ne
𡷨,eg
𡷪,et
𡷸,ez
𡷺,ce
𡷻,ee
𡷼,ee
𡷽,eu
𡷿,er
𡸂,eh
𡸃,ea
𡸈,ea
𡸉,ed
𡸌,ev
𡸎,ee
𡸑,ew
𡸔,et
𡸕,eg
𡸗,ev
𡸘,ey
𡸛,er
𡸜,eq
𡸞,ej
𡸟,et
𡸡,ie
𡸣,ee
𡸤,eg
𡸥,ev
𡸨,ey
𡸪,eu
𡹄,ey
𡹇,em
𡹉,ey
𡹎,eo
𡹓,ex
𡹕,ee
𡹘,he
𡹙,ej
𡹢,ez
𡹣,ek
𡹥,et
𡹨,ey
𡹩,ie
𡹪,ea
𡹬,ek
𡹭,et
𡹯,ez
𡹰,ep
𡹲,eo
𡹵,eu
𡹶,en
𡹷,el
𡹸,ex
𡹹,ue
𡹼,ek
𡹾,eb
𡺇,ek
𡺑,em
𡺒,en
𡺓,eb
𡺔,oe
𡺕,el
𡺖,ey
𡺗,eo
𡺘,eh
𡺛,er
𡺜,ew
𡺟,ea
𡺡,em
𡺫,ej
𡺭,eb
𡺮,eb
𡺯,ef
𡺴,ei
𡺵,ec
𡺷,ew
𡺸,eo
𡺺,eg
𡺽,eo
𡻈,eh
𡻌,en
𡻎,en
𡻐,ex
𡻑,en
𡻘,em
𡻙,ee
𡻚,en
𡻝,eg
𡻞,el
𡻟,ed
𡻠,eh
𡻡,ey
𡻢,eg
𡻣,ex
𡻤,ge
𡻧,ae
𡻨,ey
𡻩,ey
𡻪,ep
𡻫,ek
𡻬,eu
𡻭,ex
𡻮,eb
𡻰,ex
𡻱,ex
𡼁,ed
𡼃,en
𡼄,et
𡼊,ex
𡼎,ek
𡼓,ed
𡼖,we
𡼗,eu
𡼘,ev
𡼚,kk
𡼛,eg
𡼜,eo
𡼬,"el,eu"
𡼱,el
𡼻,pk
𡼼,eo
𡼽,er
𡼾,eo
𡼿,ei
𡽁,eu
𡽂,ey
𡽅,ez
𡽆,eb
𡽉,ea
𡽊,et
𡽖,en
𡽛,ef
𡽜,ek
𡽝,ek
𡽠,eb
𡽢,ef
𡽣,eq
𡽧,ew
𡽱,ef
𡽲,ef
𡽳,em
𡽴,ei
𡽶,el
𡽻,ej
𡽼,en
𡾂,ey
𡾅,ex
𡾇,eb
𡾉,eu
𡾋,et
𡾌,eh
𡾒,em
𡾓,eo
𡾕,ew
𡾖,eg
𡾙,ek
𡾛,ek
𡾜,ef
𡾥,ex
𡾦,eu
𡾨,ey
𡾮,ey
𡾰,er
𡾱,ex
𡾲,eu
𡾻,ei
𡾼,ey
𡾽,eo
𡾾,eg
𡿂,el
𡿄,ei
𡿉,ce
𡿊,ne
𡿋,ei
𡿎,ef
𡿏,ef
𡿓,eh
𡿖,ek
𡿗,em
𡿙,en
𡿛,em
𡿝,ey
𡿠,el
𡿡,er
𡿤,ck
𡿥,ep
𡿧,va
𡿨,vv
𡿩,va
𡿯,ov
𡿰,av
𡿾,vf
𡿿,gv
𢀁,vd
𢀊,vr
𢀋,vj
𢀌,vg
𢀍,ob
𢀕,gv
𢀖,vg
𢀗,gv
𢀘,gl
𢀜,gp
𢀡,ug
𢀪,gr
𢀴,ps
𢀵,jj
𢀼,cb
𢁀,cs
𢁁,as
𢁂,qs
𢁒,jj
𢁓,aj
𢁕,ju
𢁖,jd
𢁗,jg
𢁘,jp
𢁝,jj
𢁞,jp
𢁠,jg
𢁢,"jv,jk"
𢁤,jn
𢁧,jr
𢁩,jn
𢁪,jg
𢁬,jv
𢁮,jv
𢁱,jy
𢁶,jy
𢁷,js
𢁹,pj
𢁻,jj
𢁼,jd
𢁽,jb
𢁾,jk
𢁿,jv
𢂀,jf
𢂁,jk
𢂃,jv
𢂄,jy
𢂆,jc
𢂊,jl
𢂍,jp
𢂏,al
𢂐,jl
𢂒,jy
𢂔,jb
𢂕,jv
𢂗,pj
𢂘,jw
𢂝,jy
𢂤,ad
𢂨,pj
𢂱,jo
𢂶,jk
𢂹,je
𢂺,lj
𢂼,fj
𢃀,jr
𢃍,ju
𢃎,ja
𢃏,jx
𢃐,jg
𢃕,jo
𢃗,jk
𢃘,"pj,hj"
𢃜,jq
𢃢,jo
𢃥,ij
𢃦,jg
𢃩,jv
𢃬,bj
𢃭,jx
𢃮,jm
𢃯,jt
𢃰,jr
𢃱,jm
𢃲,jg
𢃳,eb
𢃴,uj
𢃸,jh
𢃺,bj
𢄀,al
𢄄,"eq,vq"
𢄅,jm
𢄇,bs
𢄊,jg
𢄋,hj
𢄌,jy
𢄍,jm
𢄎,jf
𢄏,bj
𢄐,"jn,ju"
𢄓,jw
𢄗,bk
𢄜,jg
𢄟,jz
𢄠,jk
𢄡,wj
